Sucursal;Editorial;Tema;Dia;Mes;Anio;NombreTitulo;Precio;Cantidad
9 DE JULIO;B EDICIONES - GRUPO ZETA;FICCION;4;7;2016;ESPADA INFINITA LA;215;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;FICCION;15;8;2016;REDENCION(ESPADA INFINITA 2);001;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;FICCION;15;8;2016;ESPADA INFINITA LA;001;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;FICCION;15;11;2016;REDENCION(ESPADA INFINITA 2);240;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;GUIAS TURISTICAS Y VIAJES;7;6;2016;EL LIBRO DE LOS NOMBRES;250;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;GUIAS TURISTICAS Y VIAJES;24;9;2016;EL LIBRO DE LOS NOMBRES;280;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;INVESTIGACION PERIODISTICA;23;8;2016;ULTIMAS NOTICAS DE FIDEL CASTRO Y EL CHE;130;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NO FICCION;15;8;2016;RETO DE SER PADRES EL;001;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;24;6;2016;CRISPIN SOTO Y EL DIABLO;230;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;28;6;2016;OLAS DEL DESTINO;360;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;29;6;2016;CRISPIN SOTO Y EL DIABLO;230;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;6;7;2016;JUSTICIA CIEGA;305;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;16;7;2016;CRISPIN SOTO Y EL DIABLO;200;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;28;7;2016;READY PLAYER ONE;350;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;11;8;2016;LO QUE EL VIENTO SE LLEVO;550;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;12;8;2016;TEORIA COLON LA;50;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;15;8;2016;CALLE DUBLIN;001;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;15;8;2016;LO QUE EL VIENTO SE LLEVO;001;2
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;15;8;2016;CALLE JAMAICA;001;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;9;9;2016;GUERRA DE HART LA;1785;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;10;9;2016;VIAJES DE TUF LOS;273;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;13;10;2016;GRITO DE LA TIERRA EL;310;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;13;10;2016;CANCION DE LOS MAORIES LA;310;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;28;10;2016;UN FINAL PERFECTO;390;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;2;11;2016;OLAS DEL DESTINO;2394;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;11;11;2016;GUERRA DE HART LA;001;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;14;11;2016;UN FINAL PERFECTO;390;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;18;11;2016;GUERRA DE HART LA;001;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;23;11;2016;AMOR O CHANTAJE;190;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;25;11;2016;BUENAS VIBRACIONES;190;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;14;12;2016;CRISPIN SOTO Y EL DIABLO;2125;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;28;12;2016;CRISPIN SOTO Y EL DIABLO;250;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS;30;12;2016;CRISPIN SOTO Y EL DIABLO;188;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS - BEST SELLERS;3;11;2016;ESTUDIANTE EL;001;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS - BEST SELLERS;4;11;2016;ESTUDIANTE EL;001;2
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS - BEST SELLERS;15;11;2016;ESTUDIANTE EL;360;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS - BEST SELLERS;18;11;2016;ESTUDIANTE EL;001;2
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS - BEST SELLERS;3;12;2016;ESTUDIANTE EL;390;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;NOVELAS - CIENCIA FICCION FANT;22;9;2016;EL DIOS DE LA GUERRA LAS NOCHES DE LA BRUJA;400;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;POLITICA;3;9;2016;ULTIMAS NOTICIAS DE PERON Y SU TIEMPO;240;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;SUPERACION PERSONAL - AUTOAYUD;3;8;2016;DON DE VOLAR EL;200;1
9 DE JULIO;B EDICIONES - GRUPO ZETA;SUPERACION PERSONAL - AUTOAYUD;17;9;2016;HISTORIAS DE AMORES QUE MATAN;250;1
9 DE JULIO;EDEBE;CUENTOS - INFANTILES JUVENILES;19;8;2016;DANI Y LOS DINOSAURIOS PIDEN UN DESEO DE NAVIDAD;130;1
9 DE JULIO;EDEBE;EDUCACION - DIDACTICA - PEDAGO;20;12;2016;HOMBRE Y LA EDUCACION HOY EL;230;1
9 DE JULIO;EDEBE;TEXTOS ESCOLARES;23;8;2016;SIGNOS DE FE 6 RELIGION CATOLICA;200;1
9 DE JULIO;EDEBE;TEXTOS ESCOLARES;14;12;2016;FORMACION ETICA Y CIUDADANA;2125;1
9 DE JULIO;EDELVIVES;CUENTOS - INFANTILES JUVENILES;26;8;2016;BOSQUE DE LOS DESAPARECIDOS EL;120;1
9 DE JULIO;EDELVIVES;CUENTOS - INFANTILES JUVENILES;1;12;2016;HABLAME DEL FANTASMA DEL FARO;150;1
9 DE JULIO;EDELVIVES;INFANTILES;6;8;2016;CHICHON DE SANCHO PANZA EL;40;2
9 DE JULIO;EDELVIVES;JUVENILES;18;8;2016;BORIS Y LAS MASCOTAS MUTANTES;120;1
9 DE JULIO;EDELVIVES;NARRATIVA;16;9;2016;AULAS EN CONFLICTOS;190;1
9 DE JULIO;EDELVIVES;NOVELAS;8;6;2016;MONSTRUO PERFECTO EL;120;1
9 DE JULIO;EDELVIVES;NOVELAS;27;6;2016;MONSTRUO PERFECTO EL;140;1
9 DE JULIO;EDELVIVES;NOVELAS;30;6;2016;MONSTRUO PERFECTO EL;140;1
9 DE JULIO;EDELVIVES;TEXTOS ESCOLARES;6;6;2016;LENGUA Y LITERATURA 3 - FUERA DE SERIE;250;1
9 DE JULIO;EDELVIVES;TEXTOS ESCOLARES;9;6;2016;FISICA Y QUIMICA 1 - FUERA DE SERIE;250;1
9 DE JULIO;EDELVIVES;TEXTOS ESCOLARES;9;6;2016;FISICA Y QUIMICA 2 - FUERA DE SERIE;250;1
9 DE JULIO;EDELVIVES;TEXTOS ESCOLARES;8;8;2016;LENGUA Y LITERATURA 3 - FUERA DE SERIE;320;1
9 DE JULIO;EDELVIVES;TEXTOS ESCOLARES;22;8;2016;LENGUA Y LITERATURA 3 - FUERA DE SERIE;320;1
9 DE JULIO;EDELVIVES;TEXTOS ESCOLARES;23;9;2016;LENGUA Y LITERATURA 3 - FUERA DE SERIE;360;1
9 DE JULIO;EDELVIVES;TEXTOS ESCOLARES;2;12;2016;MOLI - 4 AÑOS;351;1
9 DE JULIO;EDELVIVES;TEXTOS ESCOLARES;2;12;2016;AHORA SABEMOS 1;351;1
9 DE JULIO;GUADALUPE;GENERALIDADES;2;12;2016;LENGUAJE-PENSAMIENTO EN EL NIÑO;200;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;2;6;2016;DIBUJO DE LA FIGURA HUMANA EN LOS NIÑOS EL;230;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;3;6;2016;DIBUJO DE LA FIGURA HUMANA EN LOS NIÑOS EL;230;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;3;6;2016;DIBUJO DE LA FIGURA HUMANA EN LOS NIÑOS EL;230;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;3;6;2016;TEST GUESTALTICO VISOMOTOR PARA NIÑOS EL;165;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;3;6;2016;TEST GUESTALTICO VISOMOTOR PARA NIÑOS EL;207;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;6;6;2016;DIBUJO DE LA FIGURA HUMANA EN LOS NIÑOS EL;230;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;17;9;2016;TEST VADS DE KOPPITZ EL C/APENDICE;160;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;17;9;2016;ECOEVALUACION PSICOLOGICA DEL CONTEXTO FAMILIAR;250;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;23;9;2016;TEST VADS DE KOPPITZ EL C/APENDICE;160;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;24;9;2016;TEST VADS DE KOPPITZ EL C/APENDICE;160;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;27;9;2016;TEST VADS DE KOPPITZ EL C/APENDICE;160;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;12;10;2016;TEST VADS DE KOPPITZ EL C/APENDICE;180;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;14;10;2016;ECOEVALUACION PSICOLOGICA DEL CONTEXTO FAMILIAR;210;1
9 DE JULIO;GUADALUPE;PSICOLOGIA GENERAL / PSICOANAL;30;11;2016;TEST GUESTALTICO VISOMOTOR PARA NIÑOS EL;230;1
9 DE JULIO;GUADALUPE;RELIGION SANTOS ESCLESIATICOS;15;6;2016;CLAVES PARA PROFUNDIZAR EL ESTUDIO DE LA TEOLOGIA;180;1
9 DE JULIO;GUADALUPE;RELIGION SANTOS ESCLESIATICOS;23;9;2016;LA BIBLIA LATINOAMÉRICA - BOLSILLO - BLANCA;330;1
9 DE JULIO;LETRA VIVA;PSICOLOGIA GENERAL / PSICOANAL;29;8;2016;UNA TEMPORADA CON LACAN;280;1
9 DE JULIO;LETRA VIVA;PSICOLOGIA GENERAL / PSICOANAL;10;9;2016;ALGUIEN A QUIEN HABLAR;168;1
9 DE JULIO;PANAMERICANA;ARQUITECTURA;1;8;2016;FENG SHUI - BIENESTAR;100;1
9 DE JULIO;PANAMERICANA;INFANTILES;8;8;2016;BELLA DURMIENTE LA;110;1
9 DE JULIO;PANAMERICANA;INFANTILES;9;8;2016;PINOCHO;110;1
9 DE JULIO;PANAMERICANA;INFANTILES;12;8;2016;GRIEGOS LOS;230;1
9 DE JULIO;PANAMERICANA;INFANTILES;15;8;2016;MIS NUMEROS - VER Y MIRAR;001;1
9 DE JULIO;PANAMERICANA;INFANTILES;15;8;2016;MIS PALABRAS - VER Y MIRAR;001;1
9 DE JULIO;PANAMERICANA;INFANTILES;15;8;2016;MI PRIMER LIBRO DE LOS TESOROS;001;1
9 DE JULIO;PANAMERICANA;INFANTILES;15;8;2016;7 MARAVILLAS DEL MUNDO LAS;001;1
9 DE JULIO;PANAMERICANA;INFANTILES;15;8;2016;HISTORIAS ESPELUZNANTES;001;1
9 DE JULIO;PANAMERICANA;INFANTILES;29;8;2016;ALMA FASHION BIJOU;90;1
9 DE JULIO;PANAMERICANA;INFANTILES;5;9;2016;PEDRO EL CAMION DE BOMBEROS;120;1
9 DE JULIO;PANAMERICANA;INFANTILES;9;9;2016;MI MARAVILLOSO LIBRO DE DINOSAURIOS;196;1
9 DE JULIO;PANAMERICANA;INFANTILES;13;9;2016;PEDRO EL CAMION DE BOMBEROS;120;1
9 DE JULIO;PANAMERICANA;INFANTILES;3;10;2016;CUENTOS DEL BOSQUE - SUPER POP-UP;350;1
9 DE JULIO;PANAMERICANA;INFANTILES;7;10;2016;SIMON  EL TRACTOR;120;1
9 DE JULIO;PANAMERICANA;INFANTILES;15;10;2016;ALMA FASHION - CHICO;50;1
9 DE JULIO;PANAMERICANA;INFANTILES;19;10;2016;SIMON  EL TRACTOR;120;1
9 DE JULIO;PANAMERICANA;INFANTILES;20;10;2016;GRANJALA - AVENTURAS DIVERTIDAS;170;1
9 DE JULIO;PANAMERICANA;INFANTILES;3;11;2016;CUENTOS DEL BOSQUE - SUPER POP-UP;430;1
9 DE JULIO;PANAMERICANA;INFANTILES;4;11;2016;GUIA PARA EXPLORADORES - DRAGON;001;1
9 DE JULIO;PANAMERICANA;INFANTILES;4;11;2016;MIS NUMEROS - VER Y MIRAR;001;1
9 DE JULIO;PANAMERICANA;INFANTILES;10;11;2016;RAMON   EL AUTO DE CARRERAS;120;1
9 DE JULIO;PANAMERICANA;INFANTILES;14;11;2016;FOSILES UN MUNDO EXTRAORDINARIO;001;1
9 DE JULIO;PANAMERICANA;INFANTILES;24;11;2016;CUENTOS DE PRINCESAS - SUPER POP-UP;430;1
9 DE JULIO;PANAMERICANA;INFANTILES;3;12;2016;GRANJALA - AVENTURAS DIVERTIDAS;170;1
9 DE JULIO;PANAMERICANA;INFANTILES;16;12;2016;GUIA DE AVENTURAS PLANETA SALVAJE;430;1
9 DE JULIO;PANAMERICANA;INFANTILES;20;12;2016;TRES CERDITOS LOS-LIBRO POP-UP;160;1
9 DE JULIO;PANAMERICANA;INFANTILES;23;12;2016;MI MARAVILLOSO LIBRO DE EGIPTO;280;1
9 DE JULIO;PANAMERICANA;MEDICINA;1;6;2016;CARDIOLOGIA CRITICA - ENFOQUE DE LA PATALOGIA CARD;820;1
9 DE JULIO;PANAMERICANA;MEDICINA;6;6;2016;PRINCIPIOS DE ANATOMIA Y FISIFIOLOGIA 13 EDIC;1600;1
9 DE JULIO;PANAMERICANA;MEDICINA;9;6;2016;ODONTOLOGIA PEDIATRICA;2290;1
9 DE JULIO;PANAMERICANA;MEDICINA;10;6;2016;BIOLOGIA CURTIS 7ª EDICION;1350;1
9 DE JULIO;PANAMERICANA;MEDICINA;27;6;2016;BIOLOGIA CURTIS 7ª EDICION;1350;1
9 DE JULIO;PANAMERICANA;MEDICINA;1;7;2016;SEMIOLOGIA MEDICA 2EDIC;2100;1
9 DE JULIO;PANAMERICANA;MEDICINA;1;7;2016;BIOLOGIA CURTIS 7ª EDICION;1350;1
9 DE JULIO;PANAMERICANA;MEDICINA;2;7;2016;SEMIOLOGIA MEDICA 2EDIC;2100;1
9 DE JULIO;PANAMERICANA;MEDICINA;13;7;2016;PRINCIPIOS DE ANATOMIA Y FISIFIOLOGIA 13 EDIC;1800;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;ECOCARDIOGRAFIA - PARA LA TOMA DE DECISIONES CLINI;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;CELULAS MADRE;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;UROLOGIA - T 1;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;CARDIOLOGIA CRITICA - ENFOQUE DE LA PATALOGIA CARD;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;ANATOMIA CLINICA 2ED.;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;ATLAS DE BOLSILLO DE CORTES ANATOMICOS I;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;ANATOMIA HUMANA T. 2;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;ANALISIS DE ORINA Y DE LOS LIQUIDOS CORPORALES;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;CIRUGIA - FUNDAMENTOS PARA LA PRACTICA CLINICO - Q;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;GUIA ESENCIAL DE DIAGNOSTICO Y TERAPEUTICA EN PEDI;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;ATLAS DE HEMATOLOGIA CLINICA;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;FISIOLOGIA HUMANA UN ENFOQUE INTEGRADO;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;MANUAL DE DIAGNOSTICO DE TRATAMIENTO DEL TDAH;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;7;2016;CONCEPTOS FUNDAMENTALES DE TERAPIA OCUPACIONAL;001;2
9 DE JULIO;PANAMERICANA;MEDICINA;15;7;2016;BIOLOGIA CELULAR Y MOLECULAR;1570;1
9 DE JULIO;PANAMERICANA;MEDICINA;27;7;2016;HISTOLOGIA EMBRIOLOGIA E INGENIERIA TISULAR BUCODE;1220;1
9 DE JULIO;PANAMERICANA;MEDICINA;8;8;2016;TRASTORNO BIPOLAR DE INICIO PRECOZ;450;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;ANATOMIA CLINICA 2ED.;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;TRATADO DE GINECOLOGIA OBSTETRICIA Y MEDICINA DE L;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;ENFERMEDADES GASTROINTESTINALES Y HEPATICAS;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;TRATADO DE OSTEOPATIA CRANEAL - ARTICULACION TEMPO;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;CONCEPTOS FUNDAMENTALES DE TERAPIA OCUPACIONAL;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;UROLOGIA 9ª EDIC - TOMO 3;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;PREVENCION Y REHABILITACION EN PATOLOGIA RESPIRATO;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;TRATADO DE OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZ;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;LESIONES CERVICALES NO CARIOSAS;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;LECCIONES DE CIRUGIA;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;ANATOMIA DE LOS ORGANOS DEL LENGUAJE VISION Y AUDI;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;PROMETHEUS - ATLAS DE ANATOMIA;1230;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;ATLAS DE HISTOLOGIA Y ORGANOGRAFIA MICROSCOPICA;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;MONOGRAFIA SERAM - RADIOLOGIA ORTOPEDICA Y RADIOLO;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;UROLOGIA 9ª EDIC - TOMO 2;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;DERMATOLOGIA - EN MEDICINA GENERAL;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;DERMATOLOGIA - EN MEDICINA GENERAL;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;DERMATOLOGIA - EN MEDICINA GENERAL;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;8;2016;TRATADO DE OSTEOPATIA VISCERAL Y MEDICINA INTERNA;001;2
9 DE JULIO;PANAMERICANA;MEDICINA;26;8;2016;GENESER HISTOLOGIA;1420;1
9 DE JULIO;PANAMERICANA;MEDICINA;26;8;2016;GENESER HISTOLOGIA;1411;1
9 DE JULIO;PANAMERICANA;MEDICINA;30;8;2016;ANATOMIA DE LA CABEZA PARA ODONTOLOGOS;1505;1
9 DE JULIO;PANAMERICANA;MEDICINA;30;8;2016;BIOLOGIA CURTIS 7ª EDICION;1350;1
9 DE JULIO;PANAMERICANA;MEDICINA;7;9;2016;BASES FISIOLOGICAS DE LA PRACTICA MEDICA;1330;1
9 DE JULIO;PANAMERICANA;MEDICINA;10;9;2016;BIOLOGIA CURTIS 7ª EDICION;1100;1
9 DE JULIO;PANAMERICANA;MEDICINA;13;9;2016;OBSTETRICIA - FUNDAMENTOS Y ENFOQUE PRACTICO;103275;1
9 DE JULIO;PANAMERICANA;MEDICINA;19;9;2016;FISIOLOGIA ARTICULAR - TOM 3;1090;1
9 DE JULIO;PANAMERICANA;MEDICINA;19;9;2016;FISIOLOGIA ARTICULAR - TOM 2;1090;1
9 DE JULIO;PANAMERICANA;MEDICINA;26;9;2016;MENEGHELLO TRATADO DE PEDIATRIA T 2;1100;1
9 DE JULIO;PANAMERICANA;MEDICINA;26;9;2016;MENEGHELLO - TRATADO DE PEDIATRIA T 1;1100;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;10;2016;SEMIOLOGIA MEDICA 2EDIC;2100;1
9 DE JULIO;PANAMERICANA;MEDICINA;31;10;2016;ORTOPEDIA Y TRAUMATOOGIA;1000;1
9 DE JULIO;PANAMERICANA;MEDICINA;4;11;2016;ANATOMIA CLINICA 2ED.;1450;1
9 DE JULIO;PANAMERICANA;MEDICINA;10;11;2016;ANATOMIA HUMANA T. 2;1150;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;11;2016;ANATOMIA CLINICA 2ED.;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;14;11;2016;CIRUGIA - FUNDAMENTOS PARA LA PRACTICA CLINICO - Q;001;1
9 DE JULIO;PANAMERICANA;MEDICINA;16;11;2016;FISIOLOGIA ARTICULAR - TOM 3;1090;1
9 DE JULIO;PANAMERICANA;MEDICINA;16;11;2016;FISIOLOGIA DEL EJERCICIO;1570;1
9 DE JULIO;PANAMERICANA;MEDICINA;17;11;2016;NEONATOLOGIA PRACTICA - 4º EDC.-;1269;1
9 DE JULIO;PANAMERICANA;MEDICINA;6;12;2016;ANALISIS DE ORINA Y DE LOS LIQUIDOS CORPORALES;970;1
9 DE JULIO;PANAMERICANA;MEDICINA;7;12;2016;GENESER HISTOLOGIA;1300;1
9 DE JULIO;PANAMERICANA;MEDICINA;20;12;2016;PRINCIPIOS DE ANATOMIA Y SIFIOLOGIA 13 EDIC;1800;1
9 DE JULIO;TEMAS DE HOY;BIOGRAFIAS Y TESTIMONIOS;4;11;2016;ALGO PERSONAL;370;1
9 DE JULIO;TEMAS DE HOY;HUMOR;22;6;2016;LIBRO TROLL EL;250;1
9 DE JULIO;TEMAS DE HOY;HUMOR;23;6;2016;LIBRO TROLL EL;2125;1
9 DE JULIO;TEMAS DE HOY;HUMOR;4;11;2016;LIBRO TROLL EL;001;1
9 DE JULIO;TEMAS DE HOY;HUMOR;19;12;2016;LIBRO TROLL EL;275;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;18;6;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;270;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;18;6;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;270;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;22;6;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;250;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;23;6;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;2125;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;23;6;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;250;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;23;6;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;250;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;28;6;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;250;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;18;7;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;270;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;27;9;2016;CHOQUE DE TITANES;170;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;29;9;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;250;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;31;10;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;270;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;4;11;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;001;2
9 DE JULIO;TEMAS DE HOY;INFANTILES;4;11;2016;CHOQUE DE TITANES;001;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;4;11;2016;YOUTUBER SCHOOL;001;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;16;11;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;300;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;21;11;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;300;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;24;11;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;300;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;7;12;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;300;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;12;12;2016;CHOQUE DE TITANES;200;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;16;12;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;300;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;23;12;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;300;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;24;12;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;300;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;26;12;2016;VIRTUAL HERO II - LA TORRE IMPOSIBLE;300;1
9 DE JULIO;TEMAS DE HOY;INFANTILES;28;12;2016;YOUTUBER SCHOOL;240;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;1;6;2016;WIGETTA- UN VIAJE MAGICO;19125;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;8;6;2016;WIGETTA Y EL BACULO DORADO;350;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;10;6;2016;WIGETTA Y EL BACULO DORADO;350;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;18;6;2016;WIGETTA- UN VIAJE MAGICO;250;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;21;6;2016;WIGETTA- UN VIAJE MAGICO;250;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;22;6;2016;WIGETTA Y EL BACULO DORADO;350;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;2;7;2016;FESTIVAL DE LA BLASFEMIA;305;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;6;7;2016;WIGETTA- UN VIAJE MAGICO;250;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;9;7;2016;WIGETTA Y EL BACULO DORADO;001;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;9;7;2016;WIGETTA Y EL BACULO DORADO;001;2
9 DE JULIO;TEMAS DE HOY;JUVENILES;9;7;2016;WIGETTA- UN VIAJE MAGICO;001;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;13;7;2016;FESTIVAL DE LA BLASFEMIA;305;1
9 DE JULIO;TEMAS DE HOY;JUVENILES;14;7;2016;WIGETTA Y EL BACULO DORADO;001;2
